ID,Name,Age,Club,Position,Wage,IR,Value,PAC,SHO,PAS,DRI,DEF,PHY
214896,P. Mullin,25,Cambridge United,ST,2000,1,325000,61,63,53,62,37,60
214965,C. Riaño,31,Central Córdoba,ST,8000,1,1600000,73,69,62,69,23,66
215064,J. Furch,30,Santos Laguna,ST,27000,1,6500000,53,75,61,68,39,79
215080,M. Tonso,25,Colo-Colo,RW,10000,1,1400000,86,64,66,74,37,61
215081,G. Hachen,29,Defensa y Justicia,ST,4000,1,450000,79,61,53,71,26,44
215088,E. Dieseruvwe,25,Salford City,ST,3000,1,275000,72,58,45,55,27,74
215195,S. Svendsen,22,Odense Boldklub,ST,6000,1,1300000,82,68,62,71,36,63
215206,H. Altolaguirre,22,Évian Thonon Gaillard FC,ST,2000,1,240000,69,59,46,60,21,61
215309,L. Albertengo,29,Independiente,ST,7000,1,750000,66,68,63,66,26,70
215323,A. Sowe,24,Chievo Verona,ST,7000,1,1200000,72,66,53,63,30,70
215374,S. Hogan,28,Birmingham City,ST,10000,1,1100000,83,65,52,69,30,59
215384,A. Keita,28,Os Belenenses,ST,3000,1,675000,81,65,48,65,23,66
215421,Deyverson,29,Deportivo Alavés,ST,23000,1,5500000,72,72,54,70,41,74
215424,C. Ferguson,20,Inverness Caledonian Thistle,ST,2000,1,80000,54,56,38,52,22,41
215441,S. Guirassy,24,Stade Rennais FC,ST,34000,1,7500000,69,74,61,74,38,71
215443,P. Zinckernagel,25,FK Bodø/Glimt,RW,6000,1,7000000,88,69,69,75,42,67
215462,C. Bunino,20,Pescara,ST,1000,1,600000,66,60,42,64,17,65
215553,Henrique Dourado,30,Henan Jianye FC,ST,14000,1,3900000,68,75,63,65,34,78
215557,Denilson,24,FC Paços de Ferreira,ST,3000,1,1000000,78,64,59,71,28,70
215607,Neilton,19,Santos,ST,5000,1,275000,81,59,58,75,37,43
215692,G. Bobál,24,CD Nacional,ST,2000,1,500000,70,63,33,61,32,67
215751,G. Monachello,26,Atalanta,ST,17000,1,975000,52,68,49,66,26,66
215817,D. Islamović,26,Rosenborg BK,ST,3000,1,975000,62,69,57,62,29,72
215927,R. Emond,28,FC Nantes,ST,18000,1,2400000,60,73,55,62,27,66
215965,C. Strandberg,24,Al Hazem,ST,12000,1,2400000,80,70,53,61,25,77
215982,M. Mancosu,34,Virtus Entella,ST,950,1,240000,69,65,51,60,24,61
216052,F. Coniglio,28,Club Atlético Huracán,ST,4000,1,375000,48,61,50,61,35,67
216218,L. Shankland,24,Dundee United,ST,2000,1,875000,72,65,56,66,27,72
216227,K. Jackson,26,Ipswich Town,ST,5000,1,800000,91,64,47,63,30,57
216251,S. Hendriks,21,Go Ahead Eagles,ST,3000,1,875000,68,64,52,65,24,58
216265,U. Ikpeazu,25,Wycombe Wanderers,ST,4000,1,550000,64,62,50,62,27,82
216377,S. Kutschke,31,FC Ingolstadt 04,ST,3000,1,575000,51,69,44,52,38,81
216387,S. Sané,27,FC Würzburger Kickers,ST,5000,1,475000,74,62,38,65,29,68
216390,O. Álvarez,24,Patriotas Boyacá FC,ST,600,1,650000,81,58,51,68,20,58
216408,L. Spalvis,25,1. FC Kaiserslautern,ST,2000,1,675000,65,65,52,63,32,61
216452,Gonçalo Paciência,25,FC Schalke 04,ST,30000,1,11000000,58,78,59,78,33,78
216479,A. Sadiku,29,BB Erzurumspor,ST,7000,1,900000,70,68,50,64,38,69
216530,P. Velázquez,33,Club Atlético Banfield,ST,8000,1,650000,64,69,52,65,30,75
216531,Paulinho,27,SC Braga,ST,20000,1,14500000,67,78,64,74,45,81
216582,D. Maderner,24,SCR Altach,ST,3000,1,500000,65,65,46,57,23,72
216627,K. Moore,27,Cardiff City,ST,15000,1,1100000,75,66,57,63,46,78
216793,J. Beauguel,28,Viktoria Plzeň,ST,500,1,3200000,68,72,52,68,31,76
216795,C. Long,25,Motherwell,ST,3000,1,875000,77,66,51,65,27,63
216816,G. Simeone,24,Cagliari,ST,29000,2,10500000,76,75,59,76,39,71
216823,V. Vermeij,25,MSV Duisburg,ST,1000,1,700000,50,64,53,55,30,69
217201,E. Triverio,31,Deportivo Toluca,ST,8000,1,675000,45,68,52,67,30,72
217710,M. Barragán,28,Club Necaxa,ST,6000,1,800000,68,66,62,67,32,70
217758,C. Washington,28,Charlton Athletic,ST,3000,1,475000,74,63,56,64,41,71
217939,E. Placca Fessou,25,Beerschot AC,ST,4000,1,700000,80,67,59,62,28,69
217998,C. Arango,25,Millonarios FC,ST,2000,1,1000000,70,66,53,70,32,69
218717,G. Mhango,27,Orlando Pirates,ST,500,1,1900000,77,73,46,70,21,61
218970,F. Mubele,26,Toulouse Football Club,ST,6000,1,3900000,83,72,62,74,41,70
219455,J. Calleri,26,CA Osasuna,ST,28000,1,6500000,66,74,62,74,47,72
219469,S. Perica,24,Watford,ST,12000,1,3200000,64,70,49,65,27,72
219496,Simy,28,Crotone,ST,10000,1,2400000,59,74,44,59,29,78
219550,O. Palmer,28,AFC Wimbledon,ST,2000,1,375000,62,61,45,59,26,79
219558,G. Koomson,25,Kasimpaşa SK,RW,8000,1,1200000,88,62,64,69,39,63
219569,C. Omoigui,25,Royal Excel Mouscron,ST,3000,1,575000,86,63,49,64,24,66
219641,Cristian López,31,UD Las Palmas,ST,6000,1,950000,71,66,49,66,31,79
219731,M. Montini,27,Dinamo Bucureşti,ST,4000,1,825000,59,65,55,63,24,66
219733,L. Ajorque,26,RC Strasbourg Alsace,ST,30000,1,9500000,63,76,58,68,26,79
219806,F. Adi,29,Columbus Crew SC,ST,3000,1,550000,63,61,42,63,26,76
219862,M. Borja,27,Junior FC,ST,5000,1,9000000,79,76,57,68,31,80
219904,J. Agudelo,26,Gimnasia y Esgrima La Plata,ST,13000,1,3700000,80,69,61,71,39,67
219931,D. Mendoza,27,Club Atlético Huracán,ST,5000,1,675000,61,68,54,64,34,67
219932,A. Sanabria,24,Real Betis,ST,19000,1,8000000,73,72,70,74,34,62
219948,J. Cummings,24,Shrewsbury,ST,3000,1,725000,67,66,51,66,37,61
220031,O. McBurnie,24,Sheffield United,ST,31000,1,9000000,62,72,58,69,34,76
220039,D. Charles,24,Accrington Stanley,ST,1000,1,525000,78,63,58,62,32,62
220065,E. Gliozzi,24,AC Monza,ST,500,1,500000,62,63,51,61,35,62
220074,R. Espejord,24,SC Heerenveen,ST,2000,1,425000,55,62,48,57,29,66
220128,J. Cristaldo,31,Racing Club,ST,13000,1,2100000,74,71,62,74,28,71
220156,A. Balboa,25,Alianza Lima,ST,500,1,2200000,54,70,50,65,28,75
220165,J. Pohjanpalo,25,Bayer 04 Leverkusen,ST,38000,1,3900000,59,73,56,68,26,70
220271,M. Evouna,27,Santa Clara,ST,2000,1,425000,64,61,43,60,34,66
220287,J. Dinenno,25,U.N.A.M.,ST,15000,1,8500000,66,77,56,66,27,76
220328,S. Nimely,21,Spartak Moscow,ST,6000,1,350000,79,60,53,59,41,48
220355,Alex Alegría,27,RCD Mallorca,ST,5000,1,1200000,50,69,56,68,33,72
220545,R. Ramallo,29,Always Ready,ST,500,1,450000,73,63,42,64,32,65
220597,F. González,27,Atlético Nacional,ST,1000,1,300000,70,58,51,57,39,73
220621,S. Benrahma,24,Brentford,LW,43000,1,11500000,79,71,72,81,36,54
220669,F. Okenabirhie,24,Doncaster Rovers,ST,3000,1,775000,84,65,53,67,32,65
220715,E. Ponce,23,Spartak Moscow,ST,41000,1,8000000,77,73,60,74,40,68
220735,Douglas Tanque,26,FC Paços de Ferreira,ST,6000,1,2200000,35,74,47,59,31,75
220785,A. Čolak,26,PAOK,ST,500,1,3400000,66,73,51,67,28,74
220829,E. Torregrossa,28,Brescia,ST,25000,1,2400000,73,70,55,66,28,73
220862,J. Hugill,28,Norwich City,ST,8000,1,1800000,70,68,52,65,38,85
220883,R. Borré,24,River Plate,ST,19000,1,14000000,83,78,72,78,47,79
220893,C. Baker-Richardson,23,Accrington Stanley,ST,1000,1,350000,66,58,39,53,19,57
220915,G. Moncini,24,Benevento,ST,8000,1,1500000,74,68,54,66,37,65
220922,H. Friðjónsson,27,Aalesunds FK,ST,2000,1,900000,65,66,48,61,33,74
220943,K. Vassell,27,Rotherham United,ST,12000,1,625000,78,65,47,63,34,71
220997,M. Diallo,25,Grenoble Foot 38,ST,1000,1,160000,70,60,47,62,22,51
221022,N. Komlichenko,25,Russia,ST,0,1,0,73,71,58,68,50,77
221095,Dani Romera,24,SD Ponferradina,ST,3000,1,1000000,84,68,54,70,28,61
221141,A. Bakayoko,24,Coventry City,ST,7000,1,425000,79,61,51,56,43,82
221264,R. Al Ghamdi,26,Al Raed,ST,4000,1,375000,75,59,55,61,38,63
221349,J. Nuttall,23,Northampton Town,ST,2000,1,375000,70,60,46,56,34,68
221430,U. Đurđević,26,Real Sporting de Gijón,ST,6000,1,1300000,75,70,54,67,31,77
221459,L. Villagra,29,Nacional Asunción,ST,500,1,550000,69,65,60,64,23,65
221511,E. Markkanen,27,Finland,ST,0,1,0,63,64,49,53,31,79
221518,T. Väyrynen,27,HJK Helsinki,ST,500,1,300000,53,61,47,52,32,67
221553,V. Kjartansson,30,Vålerenga Fotball,ST,4000,1,2300000,70,72,49,64,29,69
221605,A. Jeremejeff,26,FC Twente,ST,4000,1,925000,67,63,53,61,28,69
221611,Juan Delgado,24,Levante UD,ST,5000,1,500000,63,66,52,62,22,54
221618,L. Mousset,24,Sheffield United,ST,29000,1,7500000,80,75,55,74,25,68
221625,P. Mullins,28,Toronto FC,ST,2000,1,475000,58,64,43,61,29,64
221692,C. Bishop,23,Accrington Stanley,ST,2000,1,750000,73,64,49,61,30,70
221740,E. Crivelli,25,Medipol Başakşehir FK,ST,35000,1,8500000,54,74,63,68,30,84
221774,Fernando Karanga,29,Henan Jianye FC,ST,11000,1,2400000,62,71,52,62,30,74
222059,Mosquito,21,Arsenal de Sarandí,ST,6000,1,1700000,81,66,49,68,25,59
222081,N. Sandberg,25,FK Haugesund,RW,2000,1,775000,71,62,65,67,51,63
222168,L. Salvesen,24,Strømsgodset IF,ST,1000,1,625000,68,64,48,60,27,75
222262,C. Dessers,25,KRC Genk,ST,13000,1,4000000,75,75,54,65,28,72
222345,Zang Yifeng,26,Shijiazhuang Ever Bright F.C.,LW,2000,1,35000,52,47,49,50,28,34
222352,A. Ajeti,23,Celtic,ST,33000,1,4400000,77,71,60,69,29,73
222544,E. Koulouris,24,Toulouse Football Club,ST,4000,1,2300000,67,72,54,66,27,60
222590,M. Manotas,24,Houston Dynamo,ST,6000,1,3200000,72,71,59,70,33,67
222636,G. Kyei,24,Servette FC,ST,5000,1,725000,63,63,49,63,26,77
222671,Everaldo,28,Kashima Antlers,ST,9000,1,3200000,75,71,60,70,43,76
222729,Gustavo,26,Jeonbuk Hyundai Motors,ST,5000,1,1100000,66,68,46,61,24,70
222741,Leandro Pereira,28,Sanfrecce Hiroshima,ST,8000,1,1800000,65,69,56,67,40,73
222843,Ronan,25,Rio Ave FC,ST,3000,1,725000,30,67,46,59,26,80
222848,A. Samuel,24,Wycombe Wanderers,ST,3000,1,500000,80,62,51,65,33,67
222878,T. Walker,23,Coventry City,ST,10000,1,850000,84,65,56,68,33,60
223066,A. Chávez,29,Club Atlético Huracán,ST,14000,1,3100000,71,75,64,70,36,80
223073,J. Muldoon,31,Harrogate Town,ST,2000,1,190000,75,59,49,59,23,62
223115,P. Gladon,28,Willem II,ST,3000,1,475000,46,64,54,58,27,67
223137,F. Bonazzoli,23,Sampdoria,ST,6000,1,1100000,70,65,51,65,28,59
223157,A. Novakovich,22,Frosinone,ST,2000,1,1200000,70,69,42,66,26,65
223167,D. Wilson,22,Macclesfield Town,ST,2000,1,350000,78,59,46,59,22,62
223197,E. Ünal,23,Getafe CF,ST,24000,1,9500000,69,77,64,76,36,77
223199,M. Altıntaş,21,Yeni Malatyaspor,ST,4000,1,1000000,71,59,48,63,32,70
223214,K. Friesenbichler,26,SK Sturm Graz,ST,6000,1,675000,69,64,41,63,22,65
223248,J. Lucero,28,Vélez Sarsfield,ST,16000,1,4099999,81,71,60,73,32,67
223283,F. Diedhiou,27,Bristol City,ST,29000,1,2800000,59,70,47,66,32,74
223404,A. Fisher,30,Exeter City,ST,3000,1,240000,68,58,46,59,23,68
223489,A. Pešić,28,Al Ittihad,ST,26000,1,2400000,66,70,62,66,48,77
223510,A. Mendy,26,FC Girondins de Bordeaux,ST,18000,1,2200000,69,72,51,63,24,77
223537,E. Berggreen,27,SpVgg Greuther Fürth,ST,4000,1,900000,42,68,52,62,30,74
223551,L. Gregory,31,Stoke City,ST,13000,1,800000,67,66,54,66,28,76
223569,Nuha,27,Granada CF,ST,9000,1,900000,76,67,53,63,27,69
223578,Mata,31,Getafe CF,ST,36000,1,11500000,69,80,61,76,31,76
223593,J. Correa,27,Club Atlas,ST,9000,1,1900000,64,70,50,71,29,76
223596,S. Prevljak,25,KAS Eupen,ST,9000,1,3100000,68,72,61,70,23,72
223627,O. Al Soma,31,Al Ahli,ST,42000,2,8000000,69,79,69,72,39,80
223670,M. Egho,26,Randers FC,ST,4000,1,675000,78,61,55,65,38,69
223685,O. Rivero,28,Santos Laguna,ST,18000,1,2400000,70,72,48,69,25,77
223790,S. Becker,25,1. FC Union Berlin,RW,12000,1,1100000,92,64,59,69,31,66
223879,L. Ramos,30,Pachuca,ST,11000,1,1700000,69,70,54,67,32,78
223929,A. Leya Iseka,22,Toulouse Football Club,ST,4000,1,2500000,81,71,60,69,27,71
223933,G. Nilsson,23,Falkenbergs FF,ST,800,1,525000,53,63,48,59,26,69
223967,B. Babić,22,FC St. Gallen,ST,4000,1,775000,82,61,48,65,27,64
223987,H. Cardwell,22,Grimsby Town,ST,2000,1,90000,70,51,38,50,34,57
223994,S. Mugoša,28,Incheon United FC,ST,3000,1,1800000,68,69,48,68,24,71
224018,Rubén Mesa,26,Villarreal CF,ST,6000,1,375000,57,64,46,58,25,63
224045,Juan Muñoz,24,CD Leganés,ST,6000,1,1400000,65,72,52,70,21,65
224116,Dyego Sousa,30,SL Benfica,ST,15000,1,7500000,57,77,61,74,30,81
224126,Crislan,28,SC Braga,ST,6000,1,800000,75,67,56,64,29,70
224149,R. Rubin,22,Club Tijuana,ST,7000,1,1100000,74,64,61,68,28,63
224179,Borja Iglesias,27,Real Betis,ST,31000,1,14500000,66,78,64,73,35,80
224203,J. Mickels,20,FC Aarau,ST,2000,1,50000,56,54,40,56,27,47
224230,A. Díaz,22,Club Atlas,ST,6000,1,775000,74,62,56,64,27,60
224248,M. Bilate,28,RKC Waalwijk,ST,2000,1,475000,77,65,47,58,24,76
224271,T. Goiginger,27,Austria,RW,26000,1,6000000,88,67,71,75,35,61
224389,J. Larsson,23,Spartak Moscow,ST,38000,1,5500000,76,74,69,73,24,71
224438,A. Buksa,23,New England Revolution,ST,3000,1,1200000,69,67,56,65,30,68
224487,E. Brophy,24,Kilmarnock,ST,3000,1,1200000,77,70,63,70,31,73
224510,W. Bou,26,Boca Juniors,ST,13000,1,3700000,73,74,66,73,36,72
224540,E. Boateng,24,Dalian YiFang FC,ST,17000,1,11000000,91,74,58,75,40,76
224570,A. Jackson-Hamel,26,Montreal Impact,ST,2000,1,550000,75,63,41,54,21,66
224831,G. Beltrán,36,Nacional Asunción,ST,500,1,625000,67,72,52,70,23,67
224854,L. Passerini,25,Club Necaxa,ST,4000,1,700000,45,66,46,56,28,73
224866,J. Akintunde,24,Derry City,ST,550,1,40000,70,48,37,44,22,47
224870,D. Johnson,27,Leyton Orient,ST,3000,1,180000,68,64,42,55,23,52
224883,S. Mounié,25,Stade Brestois 29,ST,11000,1,2300000,61,69,60,64,41,76
224887,D. Telford,23,Plymouth Argyle,ST,3000,1,425000,82,61,47,62,24,61
224916,N. Royón,29,Nacional Potosí,ST,500,1,300000,80,57,59,60,24,55
224933,K. Lasagna,27,Udinese,ST,18000,2,7000000,90,73,60,77,29,61
224965,C. Doidge,27,Hibernian,ST,4000,1,825000,65,66,51,63,29,74
225019,R. Cisneros,23,Guadalajara,ST,11000,1,775000,67,63,52,63,29,65
225021,J. Benítez,24,Monterrey,ST,30000,1,3100000,78,69,58,71,22,69
225073,J. Álvez,32,Barcelona Sporting Club,ST,500,1,600000,76,64,50,63,27,75
225090,Buenacasa,24,RCD Mallorca,ST,2000,1,425000,67,62,46,63,25,53
225121,Carlos Castro,24,CD Lugo,ST,2000,1,575000,76,62,56,63,34,69
225270,I. Jeraldino,24,Club Atlas,ST,5000,1,1300000,67,67,47,65,27,65
225293,H. Diallo,25,FC Metz,ST,20000,1,10000000,71,75,52,71,23,70
225317,K. Nisbet,23,Hibernian,ST,2000,1,650000,71,64,50,63,34,67
225332,E. Lanini,26,Parma,ST,7000,1,475000,66,65,49,64,22,59
225368,B. Gueye,25,Karlsruher SC,ST,4000,1,825000,64,64,42,62,21,72
225456,J. Tagueu,26,Clube Sport Marítimo,ST,6000,1,1300000,69,66,57,70,28,61
225468,M. Bloomfield,22,Crawley Town,ST,2000,1,180000,69,56,39,57,19,52
225482,T. Zhamaletdinov,22,Lech Poznań,ST,2000,1,725000,73,60,51,66,33,63
225485,Douglas Oliveira,25,Hokkaido Consadole Sapporo,ST,1000,1,325000,57,61,40,49,29,76
225509,A. Collins,23,Forest Green Rovers,ST,3000,1,230000,79,58,42,60,28,64
225530,O. Oularé,24,Standard de Liège,ST,10000,1,3100000,64,72,56,63,29,73
225533,C. Bedia,24,FC Sochaux-Montbéliard,ST,2000,1,875000,75,64,49,66,33,71
225539,D. Solanke,22,Bournemouth,ST,7000,1,1600000,66,67,61,70,27,70
225652,G. Pușcaș,24,Reading,ST,7000,1,1500000,66,68,51,65,36,69
225713,J. Augustin,23,RB Leipzig,ST,34000,1,5500000,79,73,62,79,30,60
225867,V. Adeboyejo,22,Barnsley,ST,2000,1,220000,74,57,47,61,26,67
225915,A. Fontana,24,Club Atlético Banfield,ST,6000,1,1300000,71,67,51,68,31,62
225955,M. Kvasina,23,KV Oostende,ST,3000,1,625000,53,65,50,63,28,68
226060,R. Assalé,26,Dijon FCO,ST,15000,1,7000000,90,73,68,81,29,51
226084,R. Hardie,23,Plymouth Argyle,ST,3000,1,675000,86,62,46,63,24,62
226093,C. Adams,23,Southampton,ST,41000,1,7500000,85,74,61,73,39,76
226122,J. Arias,25,VVV-Venlo,ST,3000,1,700000,58,66,47,59,27,75
226127,C. Depres,25,Nîmes Olympique,ST,6000,1,725000,46,67,51,61,30,59
226299,B. Róchez,25,CD Nacional,ST,7000,1,2300000,74,66,50,69,24,73
226378,R. Ábila,30,Boca Juniors,ST,18000,1,6500000,66,74,56,71,30,82
226388,Keno,25,Ponte Preta,RW,10000,1,1000000,86,62,59,73,34,49
226468,A. Favilli,23,Hellas Verona,ST,8000,1,1100000,63,67,45,65,24,61
226535,S. Johnson,27,Real Salt Lake,ST,4000,1,1000000,89,65,53,67,23,74
226537,V. Janssen,26,Monterrey,ST,40000,2,8000000,68,75,59,70,32,83
226591,H. Preciado,26,Shenzhen FC,ST,11000,1,3000000,83,71,57,71,37,69
226710,G. Scamacca,21,Sassuolo,ST,6000,1,1100000,64,66,49,64,34,64
226777,C. Larin,25,Beşiktaş JK,ST,42000,1,4200000,68,72,53,66,26,79
226800,B. Ashley-Seal,21,Northampton Town,ST,2000,1,550000,76,58,43,59,24,59
226832,J. Calero,19,Club León,ST,3000,1,525000,58,61,50,62,28,57
226950,L. Armstrong,23,Salford City,ST,3000,1,180000,70,57,41,58,24,65
227040,S. Cosgrove,23,Aberdeen,ST,4000,1,1500000,65,70,49,62,29,85
227159,C. Ibargüen,23,Atlético Bucaramanga,ST,1000,1,1300000,73,68,50,65,28,80
227394,C. González,27,U.N.A.M.,ST,13000,1,4700000,60,77,53,67,34,72
227446,K. van Veen,29,Scunthorpe United,ST,5000,1,375000,51,67,53,61,24,67
227476,Soares,29,FC Porto,ST,16000,1,9000000,81,73,59,75,48,79
227509,E. Ómarsson,23,Excelsior,ST,3000,1,850000,82,63,54,66,36,71
227537,H. Veerman,29,SC Heerenveen,ST,9000,1,3100000,73,71,46,58,30,78
227557,M. Cassierra,23,Os Belenenses,ST,2000,1,925000,74,65,57,65,28,66
227558,J. Siebatcheu,24,BSC Young Boys,ST,10000,1,1400000,61,69,58,66,29,68
227561,S. Buș,27,Romania,ST,7000,1,1000000,68,69,53,62,43,71
227579,D. Hümmet,23,Örebro SK,ST,1000,1,400000,59,63,50,57,28,72
227604,F. Platte,24,SV Darmstadt 98,ST,8000,1,1300000,66,67,50,63,25,75
227630,C. Kirk,22,Crewe Alexandra,LW,3000,1,1000000,78,61,63,68,29,60
227642,S. Adegbenro,24,Rosenborg BK,LW,6000,1,4300000,92,66,60,77,41,71
227655,M. Dugandžić,26,FC Botoşani,ST,5000,1,1100000,61,66,39,63,41,75
227807,M. Folivi,21,Watford,ST,8000,1,450000,73,59,40,62,23,59
227838,C. Núñez,27,Deportivo Pasto,ST,750,1,475000,75,64,54,64,31,67
227903,M. Romero,21,PSV,ST,9000,1,4099999,80,72,49,65,31,71
227997,O. Zanzala,23,Crewe Alexandra,ST,2000,1,350000,67,59,45,58,29,66
228019,Cao Ziheng,23,Changchun Yatai FC,ST,2000,1,180000,75,56,44,56,32,66
228113,G. Kelly,23,St. Patrick's Athletic,ST,550,1,150000,59,56,47,52,21,53
228148,R. Hepburn-Murphy,20,Derby County,ST,5000,1,825000,87,63,47,65,25,44
228212,A. Helmersen,22,Rosenborg BK,ST,1000,1,350000,63,61,44,56,28,71
228327,F. Azemi,27,Stabæk Fotball,ST,1000,1,575000,78,61,53,64,36,68
228378,A. La Gumina,24,Sampdoria,ST,6000,1,1100000,75,66,57,68,38,66
228382,D. Agyei,23,Oxford United,ST,2000,1,350000,73,57,49,60,29,68
228668,M. Taylor,30,Oxford United,ST,4000,1,725000,74,66,59,67,26,64
228680,F. Fritz,21,Unión Española,LW,2000,1,1000000,80,54,60,71,38,56
228687,K. Dolberg,22,OGC Nice,ST,39000,2,16500000,73,81,69,77,29,67
228711,B. Mansilla,23,Farense,LW,5000,1,2600000,91,64,59,73,32,67
228713,M. Gómez,22,Envigado FC,ST,600,1,850000,71,61,43,63,30,62
228717,Y. Mutō,27,SD Eibar,ST,21000,1,3300000,77,71,66,75,41,57
228737,G. Rivas,31,DC United,ST,5000,2,950000,63,71,52,66,37,69
228747,O. Idrissi,24,AZ Alkmaar,LW,12000,1,11500000,84,76,70,82,35,69
228748,F. Fernández,28,Club Guaraní,ST,500,1,800000,68,66,53,67,29,60
228761,O. Estupiñán,23,Vitória Guimarães,ST,5000,1,1500000,70,70,48,69,26,62
228917,M. Tall,23,AC Ajaccio,ST,1000,1,210000,76,56,49,59,23,58
228941,André Silva,24,Eintracht Frankfurt,ST,32000,2,17000000,71,79,64,79,43,75
228981,Y. Boli,26,Côte d'Ivoire,ST,0,1,0,77,73,59,72,39,74
229023,P. Eze,26,Atiker Konyaspor,ST,7000,1,925000,79,67,47,64,29,78
229051,J. Kjær,31,Lyngby BK,ST,4000,1,575000,87,62,51,71,20,71
229319,J. Cádiz,24,Nashville SC,ST,6000,1,4200000,64,69,52,70,31,76
229367,S. Humphrys,22,Rochdale,ST,2000,1,650000,70,65,52,64,35,71
229375,E. Adebayo,22,Walsall,ST,3000,1,375000,72,58,49,60,38,76
229448,F. Ayé,23,Brescia,ST,18000,1,2800000,82,68,52,66,24,71
229624,Sergi Guardiola,29,Real Valladolid CF,ST,24000,1,9000000,74,75,61,78,30,77
229625,S. Rapp,27,FC Lausanne-Sport,ST,4000,1,400000,70,59,51,61,32,74
229683,Rodrigo Pinho,29,Clube Sport Marítimo,ST,6000,1,1100000,63,71,58,70,25,61
229728,F. Kamberi,25,FC St. Gallen,ST,8000,1,1300000,76,67,63,68,38,78
229731,M. Stevens,22,Forest Green Rovers,ST,3000,1,200000,71,58,44,58,21,66
229748,M. George,26,Kalmar FF,ST,2000,1,775000,87,60,49,62,29,78
229764,Córdoba,23,Athletic Club de Bilbao,LW,23000,1,12000000,83,71,71,80,64,69
229793,B. Tetteh,22,Yeni Malatyaspor,ST,9000,1,3700000,78,67,53,71,24,73
229856,J. Parraguez,30,Colo-Colo,ST,3000,1,525000,52,66,50,63,25,77
229881,A. Lassiter,25,Houston Dynamo,ST,2000,1,575000,79,66,44,64,24,48
229915,S. Gularte,30,Deportivo Binacional,ST,500,1,625000,71,67,47,65,29,65
230046,L. Zahović,24,Slovenia,ST,0,1,0,76,66,57,75,30,48
230072,R. Bajić,26,Udinese,ST,9000,1,1300000,60,69,54,65,24,64
230086,Luis Henrique,22,Vejle Boldklub,ST,3000,1,775000,65,63,55,64,21,63
230094,N. Stojiljković,27,Farense,ST,4000,1,1100000,66,69,58,65,36,71
230109,F. Schröter,24,SpVgg Unterhaching,ST,2000,1,500000,76,63,50,65,28,54
230121,V. Sanogo,25,Legia Warszawa,ST,3000,1,500000,74,60,50,62,26,77
230432,Dagoberto Esteiro,24,São Paulo,ST,27000,1,4500000,64,76,52,67,25,59
230440,Fredditinho,32,Palmeiras,ST,43000,1,8500000,73,80,63,74,39,76
230442,Matheus Bardeira,20,São Paulo,ST,33000,1,12000000,73,82,62,69,31,75
230456,Claudiosa Paes,32,São Paulo,RW,31000,1,3100000,79,63,71,75,49,62
230460,Prazeracinho,20,Brazil,LW,33000,1,11500000,78,69,77,80,45,54
230477,Dersan Dinis,28,Palmeiras,RW,28000,1,3100000,78,66,69,68,52,68
230495,Hélton Celanova,28,Internacional,ST,21000,1,3200000,53,76,60,66,22,73
230498,Luimo Boas Santos,20,Santos,ST,27000,1,14500000,83,79,65,81,28,64
230503,Jadson Vidigal,28,Grêmio,ST,23000,1,3200000,77,76,57,64,23,58
230507,Nicholas Aldair,28,Fluminense,ST,23000,1,6000000,67,75,68,71,38,77
230512,Flávio Triginho,24,Botafogo,ST,5000,1,500000,74,63,41,74,30,55
230516,Paulao Junqueiras,20,Grêmio,ST,15000,1,2700000,38,77,51,62,27,71
230558,M. Frediani,26,Parma,LW,5000,1,220000,70,54,53,65,30,45
230568,N. Julan,22,En Avant de Guingamp,ST,3000,1,750000,69,62,53,62,28,61
230623,S. Bakış,26,Heracles Almelo,ST,3000,1,925000,37,68,49,61,29,64
230624,U. Nayir,27,Beşiktaş JK,ST,28000,1,1200000,60,69,45,64,23,73
230687,A. Turkeš,24,FC Lausanne-Sport,ST,6000,1,1100000,70,67,51,66,23,70
230805,A. Boryachuk,24,Çaykur Rizespor,ST,3000,1,650000,81,64,46,62,27,54
230830,Ian González,27,Club Necaxa,ST,3000,1,350000,41,63,51,60,34,67
230857,Nuno da Costa,29,Nottingham Forest,ST,43000,1,4000000,78,72,64,77,26,61
230897,B. Hanlan,23,Bristol Rovers,ST,2000,1,425000,86,61,47,64,34,72
230940,C. Gondo,22,US Salernitana 1919,ST,800,1,325000,59,62,41,57,21,63
230963,Rivaldinho,25,Cracovia,ST,4000,1,1000000,70,68,59,63,33,68
230964,M. Santos,27,CD Leganés,ST,10000,1,2800000,75,70,61,71,40,75
230982,M. Roman,28,Universitatea Craiova,ST,3000,1,475000,59,65,54,61,36,72
231031,S. Kaya,24,Göztepe SK,ST,4000,1,170000,68,62,43,57,24,54
231122,S. Pedersen,20,Strømsgodset IF,ST,750,1,160000,69,55,39,57,21,51
231134,J. Cruz,21,Monterrey,ST,8000,1,525000,65,63,55,58,33,60
231184,Guruzeta,23,CE Sabadell FC,ST,3000,1,1100000,63,67,63,68,26,49
231322,E. Kabangu,22,Willem II,LW,3000,1,625000,78,57,60,68,30,43
231395,Zé Gomes,20,Lechia Gdańsk,ST,2000,1,1200000,78,61,42,64,25,59
231433,Aitor,24,Panathinaikos FC,RW,500,1,3100000,80,67,68,74,28,54
231447,D. Malen,21,PSV,ST,17000,2,15000000,90,77,65,81,29,71
